"P1_S1","P1_S2","P1_S3","P1_S4","P2_S1","P2_S2","P2_S3","P2_S4","P3_S1","P3_S2","P3_S3","P3_S4"
0.258,0.142,0.236,0.498,0.258,0.142,0.236,0.498,0.0,0.0659,0.3499,0.0001
0.279,0.154,0.253,0.622,0.279,0.154,0.253,0.622,0.0,0.1535,0.347,0.0
0.303,0.17,0.27,0.671,0.303,0.17,0.27,0.671,0.0,0.2555,0.358,0.0
0.337,0.182,0.286,0.677,0.337,0.182,0.286,0.677,0.0,0.3674,0.3259,0.0
0.382,0.191,0.296,0.678,0.382,0.191,0.296,0.678,0.0,0.4591,0.2674,0.0
0.431,0.194,0.279,0.671,0.431,0.194,0.279,0.671,0.0,0.5141,0.2064,0.0
0.47,0.2,0.255,0.662,0.47,0.2,0.255,0.662,0.0,0.6185,0.1177,0.0
0.516,0.208,0.232,0.65,0.516,0.208,0.232,0.65,0.0008,0.6731,0.0345,0.0
0.549,0.216,0.218,0.628,0.549,0.216,0.218,0.628,0.03,0.6701,0.0038,0.0
0.597,0.223,0.211,0.622,0.597,0.223,0.211,0.622,0.1004,0.6692,0.0,0.0
0.645,0.225,0.211,0.661,0.645,0.225,0.211,0.661,0.1768,0.5904,0.0,0.0
0.656,0.229,0.211,0.672,0.656,0.229,0.211,0.672,0.2127,0.4887,0.0,0.0
0.671,0.223,0.223,0.663,0.671,0.223,0.223,0.663,0.2227,0.3613,0.0,0.0
0.645,0.203,0.218,0.633,0.645,0.203,0.218,0.633,0.2131,0.2271,0.0,0.0
0.639,0.178,0.209,0.609,0.639,0.178,0.209,0.609,0.1746,0.1018,0.0,0.0
0.58,0.168,0.2,0.588,0.58,0.168,0.2,0.588,0.123,0.0223,0.0,0.0078
0.492,0.168,0.197,0.562,0.492,0.168,0.197,0.562,0.0916,0.0015,0.0,0.0353
0.423,0.168,0.198,0.537,0.423,0.168,0.198,0.537,0.0565,0.0,0.0,0.0563
0.33,0.18,0.212,0.521,0.33,0.18,0.212,0.521,0.0257,0.0,0.0015,0.0725
0.245,0.179,0.22,0.514,0.245,0.179,0.22,0.514,0.0053,0.0,0.0414,0.0781
0.176,0.176,0.25,0.504,0.176,0.176,0.25,0.504,0.0002,0.0,0.1332,0.0648
0.129,0.172,0.29,0.486,0.129,0.172,0.29,0.486,0.0,0.0,0.2617,0.0398
0.123,0.171,0.345,0.464,0.123,0.171,0.345,0.464,0.0,0.0005,0.3843,0.0148
0.139,0.169,0.381,0.452,0.139,0.169,0.381,0.452,0.0,0.0222,0.505,0.0024
0.167,0.167,0.4,0.449,0.167,0.167,0.4,0.449,0.0,0.0815,0.5772,0.0001
0.188,0.167,0.404,0.456,0.188,0.167,0.404,0.456,0.0,0.1786,0.5823,0.0
0.235,0.176,0.403,0.454,0.235,0.176,0.403,0.454,0.0,0.3228,0.5754,0.0
0.279,0.183,0.397,0.451,0.279,0.183,0.397,0.451,0.0,0.4576,0.5201,0.0
0.338,0.195,0.38,0.448,0.338,0.195,0.38,0.448,0.0,0.5703,0.4198,0.0
0.392,0.21,0.337,0.447,0.392,0.21,0.337,0.447,0.0,0.6679,0.2872,0.0
0.462,0.224,0.299,0.441,0.462,0.224,0.299,0.441,0.0,0.7315,0.1456,0.0
0.501,0.231,0.287,0.445,0.501,0.231,0.287,0.445,0.0021,0.7241,0.0369,0.0
0.534,0.226,0.297,0.45,0.534,0.226,0.297,0.45,0.0284,0.6684,0.0031,0.0
0.561,0.217,0.316,0.456,0.561,0.217,0.316,0.456,0.0835,0.6115,0.0,0.0
0.575,0.209,0.329,0.461,0.575,0.209,0.329,0.461,0.144,0.5408,0.0,0.0
0.596,0.202,0.33,0.458,0.596,0.202,0.33,0.458,0.2023,0.4404,0.0,0.0
0.615,0.193,0.338,0.455,0.615,0.193,0.338,0.455,0.2305,0.3193,0.0,0.0
0.627,0.179,0.326,0.464,0.627,0.179,0.326,0.464,0.253,0.195,0.0,0.0
0.609,0.164,0.311,0.471,0.609,0.164,0.311,0.471,0.2264,0.0826,0.0,0.0
0.599,0.157,0.295,0.483,0.599,0.157,0.295,0.483,0.1789,0.0177,0.0,0.0033
0.576,0.155,0.292,0.494,0.576,0.155,0.292,0.494,0.1221,0.0013,0.0,0.0244
0.529,0.152,0.296,0.528,0.529,0.152,0.296,0.528,0.0638,0.0,0.0,0.0576
0.459,0.152,0.301,0.563,0.459,0.152,0.301,0.563,0.0222,0.0,0.0017,0.08
0.401,0.145,0.301,0.583,0.401,0.145,0.301,0.583,0.0034,0.0,0.0422,0.0976
0.339,0.137,0.328,0.571,0.339,0.137,0.328,0.571,0.0001,0.0,0.137,0.0914
0.285,0.128,0.374,0.557,0.285,0.128,0.374,0.557,0.0,0.0,0.2536,0.0641
0.235,0.124,0.418,0.531,0.235,0.124,0.418,0.531,0.0,0.001,0.367,0.0269
0.223,0.122,0.457,0.51,0.223,0.122,0.457,0.51,0.0,0.0215,0.4442,0.0045
0.226,0.117,0.485,0.502,0.226,0.117,0.485,0.502,0.0,0.0698,0.4849,0.0001
0.209,0.107,0.492,0.497,0.209,0.107,0.492,0.497,0.0,0.1501,0.488,0.0
0.177,0.108,0.489,0.479,0.177,0.108,0.489,0.479,0.0,0.2262,0.4409,0.0
0.167,0.109,0.486,0.453,0.167,0.109,0.486,0.453,0.0,0.3066,0.3495,0.0
0.155,0.115,0.468,0.423,0.155,0.115,0.468,0.423,0.0,0.4155,0.2631,0.0
0.157,0.122,0.444,0.386,0.157,0.122,0.444,0.386,0.0,0.4564,0.1649,0.0
0.166,0.126,0.427,0.349,0.166,0.126,0.427,0.349,0.0,0.473,0.072,0.0
0.177,0.131,0.424,0.311,0.177,0.131,0.424,0.311,0.0019,0.4402,0.0166,0.0
0.172,0.136,0.429,0.27,0.172,0.136,0.429,0.27,0.0186,0.3874,0.0014,0.0
0.174,0.137,0.431,0.233,0.174,0.137,0.431,0.233,0.053,0.3113,0.0,0.0
0.184,0.14,0.431,0.196,0.184,0.14,0.431,0.196,0.0977,0.2598,0.0,0.0
0.183,0.141,0.428,0.175,0.183,0.141,0.428,0.175,0.1397,0.1971,0.0,0.0
0.19,0.136,0.415,0.175,0.19,0.136,0.415,0.175,0.1761,0.1183,0.0,0.0
0.208,0.12,0.406,0.174,0.208,0.12,0.406,0.174,0.199,0.0612,0.0,0.0
0.199,0.107,0.406,0.178,0.199,0.107,0.406,0.178,0.195,0.0241,0.0,0.0
0.199,0.102,0.413,0.196,0.199,0.102,0.413,0.196,0.1712,0.0049,0.0,0.0044
0.196,0.103,0.419,0.227,0.196,0.103,0.419,0.227,0.1365,0.0003,0.0,0.0156
0.184,0.105,0.433,0.228,0.184,0.105,0.433,0.228,0.095,0.0,0.0,0.0307
0.193,0.106,0.452,0.269,0.193,0.106,0.452,0.269,0.0428,0.0,0.0002,0.0435
0.199,0.11,0.467,0.326,0.199,0.11,0.467,0.326,0.0078,0.0,0.014,0.0451
0.202,0.118,0.488,0.364,0.202,0.118,0.488,0.364,0.0002,0.0,0.066,0.0395
0.202,0.12,0.511,0.378,0.202,0.12,0.511,0.378,0.0,0.0,0.129,0.027
0.195,0.123,0.519,0.384,0.195,0.123,0.519,0.384,0.0,0.0002,0.2,0.0116
0.197,0.127,0.516,0.425,0.197,0.127,0.516,0.425,0.0,0.0048,0.2865,0.0021
0.215,0.13,0.511,0.428,0.215,0.13,0.511,0.428,0.0,0.0187,0.3955,0.0001
0.249,0.13,0.502,0.394,0.249,0.13,0.502,0.394,0.0,0.0379,0.4498,0.0
0.244,0.135,0.49,0.345,0.244,0.135,0.49,0.345,0.0,0.0629,0.4732,0.0
0.231,0.138,0.474,0.288,0.231,0.138,0.474,0.288,0.0,0.0982,0.3924,0.0
0.236,0.145,0.433,0.235,0.236,0.145,0.433,0.235,0.0,0.1293,0.3074,0.0
0.216,0.147,0.367,0.205,0.216,0.147,0.367,0.205,0.0,0.1952,0.213,0.0
0.217,0.147,0.298,0.187,0.217,0.147,0.298,0.187,0.0,0.2413,0.1142,0.0
0.222,0.149,0.253,0.17,0.222,0.149,0.253,0.17,0.0017,0.253,0.0292,0.0
0.246,0.151,0.228,0.151,0.246,0.151,0.228,0.151,0.0261,0.2533,0.0023,0.0
0.248,0.148,0.208,0.13,0.248,0.148,0.208,0.13,0.0729,0.2501,0.0,0.0
0.242,0.143,0.196,0.121,0.242,0.143,0.196,0.121,0.1059,0.2148,0.0,0.0
0.243,0.135,0.187,0.117,0.243,0.135,0.187,0.117,0.125,0.1515,0.0,0.0
0.26,0.126,0.177,0.112,0.26,0.126,0.177,0.112,0.1701,0.1054,0.0,0.0
0.271,0.111,0.171,0.101,0.271,0.111,0.171,0.101,0.179,0.0608,0.0,0.0
0.265,0.095,0.168,0.094,0.265,0.095,0.168,0.094,0.1812,0.0263,0.0,0.0
0.273,0.085,0.165,0.093,0.273,0.085,0.165,0.093,0.1715,0.0062,0.0,0.004
0.278,0.082,0.16,0.09,0.278,0.082,0.16,0.09,0.1419,0.0005,0.0,0.0227
0.278,0.08,0.156,0.091,0.278,0.08,0.156,0.091,0.0917,0.0,0.0,0.0494
0.274,0.087,0.157,0.095,0.274,0.087,0.157,0.095,0.039,0.0,0.0007,0.0669
0.265,0.088,0.151,0.107,0.265,0.088,0.151,0.107,0.0072,0.0,0.0288,0.0693
0.283,0.09,0.155,0.118,0.283,0.09,0.155,0.118,0.0003,0.0,0.0996,0.0587
0.283,0.09,0.171,0.127,0.283,0.09,0.171,0.127,0.0,0.0,0.1979,0.0386
0.282,0.097,0.189,0.141,0.282,0.097,0.189,0.141,0.0,0.0001,0.2872,0.0184
0.277,0.105,0.203,0.16,0.277,0.105,0.203,0.16,0.0,0.0062,0.3358,0.004
0.281,0.118,0.207,0.176,0.281,0.118,0.207,0.176,0.0,0.0258,0.3673,0.0002
0.275,0.122,0.201,0.166,0.275,0.122,0.201,0.166,0.0,0.0637,0.3926,0.0
0.264,0.133,0.188,0.171,0.264,0.133,0.188,0.171,0.0,0.1308,0.357,0.0
0.259,0.143,0.174,0.181,0.259,0.143,0.174,0.181,0.0,0.2072,0.3081,0.0
0.251,0.147,0.156,0.183,0.251,0.147,0.156,0.183,0.0,0.2581,0.2212,0.0
0.251,0.15,0.137,0.181,0.251,0.15,0.137,0.181,0.0,0.2744,0.1471,0.0
0.26,0.158,0.124,0.188,0.26,0.158,0.124,0.188,0.0,0.3625,0.0755,0.0
0.261,0.168,0.116,0.19,0.261,0.168,0.116,0.19,0.0009,0.406,0.0184,0.0
0.268,0.18,0.114,0.19,0.268,0.18,0.114,0.19,0.0111,0.361,0.0014,0.0
0.276,0.187,0.111,0.188,0.276,0.187,0.111,0.188,0.0347,0.3376,0.0,0.0
0.29,0.184,0.11,0.182,0.29,0.184,0.11,0.182,0.0625,0.2921,0.0,0.0
0.278,0.182,0.111,0.185,0.278,0.182,0.111,0.185,0.0924,0.2468,0.0,0.0
0.274,0.172,0.118,0.187,0.274,0.172,0.118,0.187,0.1093,0.186,0.0,0.0
0.3,0.15,0.12,0.173,0.3,0.15,0.12,0.173,0.1207,0.1237,0.0,0.0
0.329,0.127,0.124,0.166,0.329,0.127,0.124,0.166,0.1106,0.0573,0.0,0.0
0.315,0.118,0.129,0.167,0.315,0.118,0.129,0.167,0.0875,0.0134,0.0,0.0039
0.321,0.116,0.134,0.17,0.321,0.116,0.134,0.17,0.0655,0.0011,0.0,0.0181
0.291,0.112,0.138,0.173,0.291,0.112,0.138,0.173,0.044,0.0,0.0,0.039
0.285,0.119,0.144,0.169,0.285,0.119,0.144,0.169,0.0204,0.0,0.0004,0.0557
0.282,0.115,0.144,0.165,0.282,0.115,0.144,0.165,0.0041,0.0,0.0153,0.0642
0.295,0.109,0.154,0.16,0.295,0.109,0.154,0.16,0.0002,0.0,0.051,0.0593
0.283,0.101,0.173,0.158,0.283,0.101,0.173,0.158,0.0,0.0,0.091,0.0408
0.277,0.1,0.193,0.161,0.277,0.1,0.193,0.161,0.0,0.0005,0.1516,0.0172
0.263,0.097,0.211,0.168,0.263,0.097,0.211,0.168,0.0,0.0156,0.2316,0.0031
0.231,0.094,0.231,0.179,0.231,0.094,0.231,0.179,0.0,0.0651,0.2115,0.0001
0.204,0.089,0.253,0.173,0.204,0.089,0.253,0.173,0.0,0.1512,0.2467,0.0
0.201,0.086,0.272,0.172,0.201,0.086,0.272,0.172,0.0,0.2626,0.2539,0.0
0.195,0.081,0.283,0.176,0.195,0.081,0.283,0.176,0.0,0.3846,0.175,0.0
0.182,0.076,0.287,0.178,0.182,0.076,0.287,0.178,0.0,0.5107,0.1568,0.0
0.184,0.072,0.281,0.176,0.184,0.072,0.281,0.176,0.0,0.5864,0.1135,0.0
0.172,0.07,0.271,0.192,0.172,0.07,0.271,0.192,0.0,0.5899,0.0547,0.0
0.167,0.07,0.247,0.196,0.167,0.07,0.247,0.196,0.0008,0.5597,0.014,0.0
0.168,0.071,0.234,0.196,0.168,0.071,0.234,0.196,0.0118,0.528,0.0013,0.0
0.171,0.071,0.224,0.2,0.171,0.071,0.224,0.2,0.0399,0.4563,0.0,0.0
0.171,0.071,0.213,0.204,0.171,0.071,0.213,0.204,0.0746,0.4402,0.0,0.0
0.164,0.07,0.204,0.215,0.164,0.07,0.204,0.215,0.1098,0.38,0.0,0.0
0.151,0.066,0.219,0.225,0.151,0.066,0.219,0.225,0.1205,0.257,0.0,0.0
0.141,0.06,0.217,0.225,0.141,0.06,0.217,0.225,0.1266,0.1657,0.0,0.0
0.145,0.052,0.201,0.24,0.145,0.052,0.201,0.24,0.1252,0.0772,0.0,0.0
0.144,0.047,0.194,0.263,0.144,0.047,0.194,0.263,0.1136,0.0168,0.0,0.0024
0.148,0.046,0.193,0.298,0.148,0.046,0.193,0.298,0.0902,0.0011,0.0,0.0144
0.157,0.045,0.191,0.329,0.157,0.045,0.191,0.329,0.055,0.0,0.0,0.0276
0.145,0.055,0.19,0.354,0.145,0.055,0.19,0.354,0.0239,0.0,0.0003,0.0359
0.139,0.056,0.186,0.37,0.139,0.056,0.186,0.37,0.005,0.0,0.0122,0.0353
0.125,0.056,0.187,0.384,0.125,0.056,0.187,0.384,0.0003,0.0,0.0477,0.0254
0.118,0.056,0.188,0.401,0.118,0.056,0.188,0.401,0.0,0.0,0.1054,0.017
0.105,0.059,0.191,0.416,0.105,0.059,0.191,0.416,0.0,0.0001,0.1661,0.0081
0.096,0.063,0.194,0.425,0.096,0.063,0.194,0.425,0.0,0.0117,0.232,0.0017
0.096,0.066,0.197,0.444,0.096,0.066,0.197,0.444,0.0,0.0424,0.3188,0.0001
0.093,0.064,0.199,0.457,0.093,0.064,0.199,0.457,0.0,0.1028,0.3524,0.0
0.084,0.07,0.193,0.473,0.084,0.07,0.193,0.473,0.0,0.2016,0.3631,0.0
0.08,0.08,0.186,0.488,0.08,0.08,0.186,0.488,0.0,0.3287,0.2933,0.0
0.077,0.099,0.171,0.492,0.077,0.099,0.171,0.492,0.0,0.4923,0.2117,0.0
0.075,0.121,0.15,0.498,0.075,0.121,0.15,0.498,0.0,0.5871,0.1281,0.0
0.071,0.146,0.129,0.509,0.071,0.146,0.129,0.509,0.0,0.629,0.0608,0.0
0.067,0.166,0.108,0.51,0.067,0.166,0.108,0.51,0.0014,0.6438,0.0147,0.0
0.063,0.182,0.088,0.516,0.063,0.182,0.088,0.516,0.0165,0.6074,0.0011,0.0
0.062,0.196,0.071,0.472,0.062,0.196,0.071,0.472,0.051,0.5824,0.0,0.0
0.063,0.211,0.062,0.451,0.063,0.211,0.062,0.451,0.1058,0.4957,0.0,0.0
0.064,0.228,0.057,0.44,0.064,0.228,0.057,0.44,0.1569,0.4041,0.0,0.0
0.06,0.247,0.065,0.465,0.06,0.247,0.065,0.465,0.1901,0.2901,0.0,0.0
0.059,0.247,0.07,0.438,0.059,0.247,0.07,0.438,0.2275,0.1612,0.0,0.0
0.056,0.247,0.075,0.417,0.056,0.247,0.075,0.417,0.2381,0.0686,0.0,0.0
0.057,0.255,0.08,0.408,0.057,0.255,0.08,0.408,0.2096,0.0167,0.0,0.0047
0.065,0.268,0.09,0.424,0.065,0.268,0.09,0.424,0.1745,0.0015,0.0,0.0275
0.064,0.276,0.103,0.44,0.064,0.276,0.103,0.44,0.1218,0.0,0.0,0.0543
0.065,0.275,0.117,0.446,0.065,0.275,0.117,0.446,0.0537,0.0,0.0003,0.0661
0.061,0.278,0.118,0.439,0.061,0.278,0.118,0.439,0.0102,0.0,0.0199,0.0733
0.057,0.282,0.125,0.404,0.057,0.282,0.125,0.404,0.0004,0.0,0.0764,0.0665
0.056,0.287,0.135,0.378,0.056,0.287,0.135,0.378,0.0,0.0,0.1542,0.0462
0.055,0.285,0.146,0.366,0.055,0.285,0.146,0.366,0.0,0.0001,0.2134,0.0201
0.052,0.284,0.153,0.351,0.052,0.284,0.153,0.351,0.0,0.0122,0.2466,0.0035
0.052,0.298,0.16,0.34,0.052,0.298,0.16,0.34,0.0,0.0509,0.2844,0.0001
0.056,0.321,0.168,0.341,0.056,0.321,0.168,0.341,0.0,0.1091,0.2591,0.0
0.057,0.355,0.175,0.356,0.057,0.355,0.175,0.356,0.0,0.175,0.2184,0.0
0.065,0.387,0.183,0.381,0.065,0.387,0.183,0.381,0.0,0.2397,0.1726,0.0
0.068,0.406,0.176,0.403,0.068,0.406,0.176,0.403,0.0,0.2728,0.1183,0.0
0.074,0.429,0.17,0.423,0.074,0.429,0.17,0.423,0.0,0.3332,0.088,0.0
0.078,0.449,0.161,0.45,0.078,0.449,0.161,0.45,0.0,0.3288,0.0479,0.0
0.084,0.469,0.154,0.464,0.084,0.469,0.154,0.464,0.0033,0.3646,0.0122,0.0
0.08,0.488,0.147,0.48,0.08,0.488,0.147,0.48,0.035,0.3781,0.0011,0.0
0.074,0.508,0.137,0.491,0.074,0.508,0.137,0.491,0.1011,0.3304,0.0,0.0
0.082,0.504,0.132,0.507,0.082,0.504,0.132,0.507,0.1837,0.3074,0.0,0.0
0.085,0.493,0.13,0.522,0.085,0.493,0.13,0.522,0.2613,0.2044,0.0,0.0
0.089,0.468,0.122,0.543,0.089,0.468,0.122,0.543,0.3,0.1317,0.0,0.0
0.09,0.432,0.123,0.558,0.09,0.432,0.123,0.558,0.3263,0.0819,0.0,0.0
0.088,0.391,0.128,0.571,0.088,0.391,0.128,0.571,0.3227,0.0406,0.0,0.0
0.085,0.357,0.132,0.583,0.085,0.357,0.132,0.583,0.2672,0.0113,0.0,0.0043
0.088,0.331,0.128,0.577,0.088,0.331,0.128,0.577,0.204,0.0012,0.0,0.024
0.094,0.304,0.123,0.569,0.094,0.304,0.123,0.569,0.1288,0.0,0.0,0.0501
0.099,0.303,0.116,0.558,0.099,0.303,0.116,0.558,0.0574,0.0,0.0002,0.0633
0.104,0.297,0.11,0.548,0.104,0.297,0.11,0.548,0.0118,0.0,0.0291,0.0644
0.12,0.295,0.114,0.517,0.12,0.295,0.114,0.517,0.0006,0.0,0.109,0.0544
0.13,0.297,0.123,0.494,0.13,0.297,0.123,0.494,0.0,0.0,0.2142,0.0408
0.137,0.292,0.13,0.476,0.137,0.292,0.13,0.476,0.0,0.0003,0.3103,0.0211
0.119,0.296,0.133,0.475,0.119,0.296,0.133,0.475,0.0,0.0152,0.398,0.0046
0.109,0.323,0.133,0.476,0.109,0.323,0.133,0.476,0.0,0.0815,0.4208,0.0002
0.108,0.34,0.135,0.485,0.108,0.34,0.135,0.485,0.0,0.1852,0.3869,0.0
0.117,0.361,0.137,0.486,0.117,0.361,0.137,0.486,0.0,0.2801,0.3406,0.0
0.119,0.378,0.137,0.488,0.119,0.378,0.137,0.488,0.0,0.384,0.3266,0.0
0.119,0.388,0.128,0.486,0.119,0.388,0.128,0.486,0.0,0.5226,0.2534,0.0
0.118,0.393,0.107,0.485,0.118,0.393,0.107,0.485,0.0,0.6181,0.1601,0.0
0.121,0.389,0.091,0.479,0.121,0.389,0.091,0.479,0.0,0.6712,0.0727,0.0
0.123,0.389,0.087,0.475,0.123,0.389,0.087,0.475,0.0021,0.7037,0.0158,0.0
0.122,0.384,0.087,0.468,0.122,0.384,0.087,0.468,0.0199,0.6986,0.001,0.0
0.131,0.372,0.088,0.465,0.131,0.372,0.088,0.465,0.0514,0.6288,0.0,0.0
0.126,0.357,0.088,0.458,0.126,0.357,0.088,0.458,0.0926,0.5139,0.0,0.0
0.123,0.347,0.085,0.459,0.123,0.347,0.085,0.459,0.1241,0.4067,0.0,0.0
0.125,0.326,0.091,0.45,0.125,0.326,0.091,0.45,0.1512,0.2828,0.0,0.0
0.129,0.285,0.09,0.448,0.129,0.285,0.09,0.448,0.176,0.1702,0.0,0.0
0.127,0.242,0.086,0.445,0.127,0.242,0.086,0.445,0.1783,0.0782,0.0,0.0
0.129,0.214,0.082,0.448,0.129,0.214,0.082,0.448,0.1639,0.019,0.0,0.0065
0.126,0.207,0.085,0.451,0.126,0.207,0.085,0.451,0.1318,0.0016,0.0,0.0317
0.123,0.202,0.088,0.466,0.123,0.202,0.088,0.466,0.0908,0.0,0.0,0.0675
0.122,0.2,0.087,0.487,0.122,0.2,0.087,0.487,0.0438,0.0,0.0002,0.0891
0.12,0.199,0.08,0.51,0.12,0.199,0.08,0.51,0.0094,0.0,0.0148,0.082
0.119,0.207,0.075,0.517,0.119,0.207,0.075,0.517,0.0005,0.0,0.0701,0.0702
0.12,0.213,0.075,0.515,0.12,0.213,0.075,0.515,0.0,0.0,0.1555,0.049
0.122,0.213,0.081,0.521,0.122,0.213,0.081,0.521,0.0,0.0005,0.2463,0.0205
0.127,0.21,0.085,0.528,0.127,0.21,0.085,0.528,0.0,0.0205,0.3538,0.0034
0.139,0.212,0.088,0.535,0.139,0.212,0.088,0.535,0.0,0.0842,0.3834,0.0001
0.145,0.214,0.091,0.546,0.145,0.214,0.091,0.546,0.0,0.16,0.3965,0.0
0.155,0.22,0.097,0.549,0.155,0.22,0.097,0.549,0.0,0.2591,0.3444,0.0
0.158,0.22,0.102,0.553,0.158,0.22,0.102,0.553,0.0,0.3273,0.3169,0.0
0.158,0.229,0.101,0.555,0.158,0.229,0.101,0.555,0.0,0.3821,0.2329,0.0
0.165,0.234,0.091,0.552,0.165,0.234,0.091,0.552,0.0,0.4491,0.1526,0.0
0.163,0.247,0.08,0.545,0.163,0.247,0.08,0.545,0.0,0.517,0.0738,0.0
0.169,0.259,0.071,0.544,0.169,0.259,0.071,0.544,0.0043,0.5632,0.0166,0.0
0.171,0.261,0.07,0.538,0.171,0.261,0.07,0.538,0.0328,0.5677,0.0011,0.0
0.207,0.257,0.071,0.551,0.207,0.257,0.071,0.551,0.0857,0.5081,0.0,0.0
0.216,0.246,0.073,0.574,0.216,0.246,0.073,0.574,0.0646,0.4504,0.0,0.0
0.252,0.226,0.075,0.606,0.252,0.226,0.075,0.606,0.1559,0.3707,0.0,0.0
0.27,0.194,0.079,0.627,0.27,0.194,0.079,0.627,0.2762,0.2682,0.0,0.0
0.278,0.154,0.079,0.592,0.278,0.154,0.079,0.592,0.3355,0.1562,0.0,0.0
0.31,0.114,0.078,0.634,0.31,0.114,0.078,0.634,0.3329,0.0683,0.0,0.0
0.296,0.089,0.076,0.659,0.296,0.089,0.076,0.659,0.3058,0.016,0.0,0.003
0.289,0.076,0.074,0.664,0.289,0.076,0.074,0.664,0.236,0.0013,0.0,0.0207
0.303,0.069,0.073,0.675,0.303,0.069,0.073,0.675,0.1446,0.0,0.0,0.0479
0.294,0.068,0.073,0.676,0.294,0.068,0.073,0.676,0.064,0.0,0.0003,0.0614
0.284,0.066,0.069,0.675,0.284,0.066,0.069,0.675,0.0133,0.0,0.0228,0.0645
0.289,0.067,0.064,0.668,0.289,0.067,0.064,0.668,0.0007,0.0,0.1047,0.0545
0.283,0.065,0.059,0.641,0.283,0.065,0.059,0.641,0.0,0.0,0.2216,0.0381
0.268,0.062,0.056,0.607,0.268,0.062,0.056,0.607,0.0,0.0005,0.3381,0.0173
0.264,0.063,0.054,0.584,0.264,0.063,0.054,0.584,0.0,0.0098,0.4378,0.003
0.257,0.067,0.06,0.565,0.257,0.067,0.06,0.565,0.0,0.0396,0.4853,0.0001
0.23,0.066,0.066,0.555,0.23,0.066,0.066,0.555,0.0,0.0908,0.4753,0.0
0.227,0.07,0.072,0.549,0.227,0.07,0.072,0.549,0.0,0.1521,0.4264,0.0
0.221,0.076,0.076,0.548,0.221,0.076,0.076,0.548,0.0,0.2092,0.3852,0.0
0.241,0.087,0.076,0.547,0.241,0.087,0.076,0.547,0.0,0.2549,0.2698,0.0
0.254,0.101,0.067,0.546,0.254,0.101,0.067,0.546,0.0,0.2594,0.1705,0.0
0.263,0.114,0.057,0.547,0.263,0.114,0.057,0.547,0.0,0.2841,0.0773,0.0
0.284,0.13,0.052,0.547,0.284,0.13,0.052,0.547,0.005,0.2668,0.0157,0.0
0.3,0.139,0.052,0.543,0.3,0.139,0.052,0.543,0.0427,0.269,0.0008,0.0
0.295,0.147,0.051,0.546,0.295,0.147,0.051,0.546,0.1091,0.3039,0.0,0.0
0.306,0.145,0.052,0.552,0.306,0.145,0.052,0.552,0.1657,0.2791,0.0,0.0
0.299,0.14,0.053,0.552,0.299,0.14,0.053,0.552,0.2001,0.2338,0.0,0.0
0.275,0.128,0.06,0.544,0.275,0.128,0.06,0.544,0.2172,0.1944,0.0,0.0
0.226,0.121,0.066,0.549,0.226,0.121,0.066,0.549,0.2342,0.128,0.0,0.0
0.23,0.112,0.07,0.562,0.23,0.112,0.07,0.562,0.2354,0.0628,0.0,0.0
0.225,0.111,0.072,0.582,0.225,0.111,0.072,0.582,0.2133,0.0161,0.0,0.0052
0.213,0.12,0.075,0.612,0.213,0.12,0.075,0.612,0.1709,0.0014,0.0,0.0422
0.2,0.132,0.081,0.654,0.2,0.132,0.081,0.654,0.116,0.0,0.0,0.0831
0.186,0.142,0.089,0.683,0.186,0.142,0.089,0.683,0.0568,0.0,0.0001,0.1187
0.182,0.146,0.084,0.691,0.182,0.146,0.084,0.691,0.0136,0.0,0.0227,0.1336
0.189,0.155,0.084,0.67,0.189,0.155,0.084,0.67,0.001,0.0,0.0942,0.1285
0.199,0.17,0.095,0.638,0.199,0.17,0.095,0.638,0.0,0.0,0.1951,0.0855
0.197,0.194,0.116,0.606,0.197,0.194,0.116,0.606,0.0,0.0004,0.3009,0.0385
0.204,0.214,0.132,0.599,0.204,0.214,0.132,0.599,0.0,0.014,0.372,0.0073
0.203,0.24,0.147,0.585,0.203,0.24,0.147,0.585,0.0,0.049,0.3963,0.0002
0.186,0.268,0.158,0.572,0.186,0.268,0.158,0.572,0.0,0.1015,0.3858,0.0
0.178,0.297,0.167,0.566,0.178,0.297,0.167,0.566,0.0,0.19,0.3313,0.0
0.17,0.317,0.177,0.568,0.17,0.317,0.177,0.568,0.0,0.2749,0.2886,0.0
0.164,0.336,0.178,0.564,0.164,0.336,0.178,0.564,0.0,0.3975,0.2056,0.0
0.166,0.348,0.178,0.553,0.166,0.348,0.178,0.553,0.0,0.5,0.1164,0.0
0.16,0.355,0.181,0.54,0.16,0.355,0.181,0.54,0.0,0.5557,0.0464,0.0
0.159,0.369,0.18,0.521,0.159,0.369,0.18,0.521,0.005,0.579,0.0083,0.0
0.161,0.371,0.183,0.501,0.161,0.371,0.183,0.501,0.0367,0.5286,0.0003,0.0
0.163,0.374,0.185,0.489,0.163,0.374,0.185,0.489,0.0965,0.4765,0.0,0.0
0.165,0.371,0.189,0.472,0.165,0.371,0.189,0.472,0.17,0.4295,0.0,0.0
0.173,0.358,0.189,0.462,0.173,0.358,0.189,0.462,0.2325,0.3608,0.0,0.0
0.19,0.326,0.201,0.461,0.19,0.326,0.201,0.461,0.2915,0.2588,0.0,0.0
